provider_symbol,source_exchange,master_id,source_name,agrud_ticker,agrud_exchange_name,exchange_id,,security_type_id,provider_id
RH,NYSE,44784,CFRA,RH,NYSE,2,Coprorate Action Maintained,4,15
RHI,NYSE,44785,CFRA,RHI,NYSE,2,Coprorate Action Maintained,4,15
RIG,NYSE,44789,CFRA,RIG,NYSE,2,Coprorate Action Maintained,4,15
RIO,NYSE,44791,CFRA,RIO,NYSE,2,Coprorate Action Maintained,2,15
RJF,NYSE,44794,CFRA,RJF,NYSE,2,Coprorate Action Maintained,4,15
RL,NYSE,44797,CFRA,RL,NYSE,2,Coprorate Action Maintained,4,15
RMD,NYSE,44805,CFRA,RMD,NYSE,2,Coprorate Action Maintained,4,15
RNG,NYSE,44811,CFRA,RNG,NYSE,2,Coprorate Action Maintained,4,15
RNR,NYSE,44814,CFRA,RNR,NYSE,2,Coprorate Action Maintained,4,15
ROK,NYSE,44816,CFRA,ROK,NYSE,2,Coprorate Action Maintained,4,15
ROL,NYSE,44817,CFRA,ROL,NYSE,2,Coprorate Action Maintained,4,15
ROP,NYSE,44818,CFRA,ROP,NYSE,2,Coprorate Action Maintained,4,15
RPM,NYSE,44821,CFRA,RPM,NYSE,2,Coprorate Action Maintained,4,15
RS,NYSE,44827,CFRA,RS,NYSE,2,Coprorate Action Maintained,4,15
RSG,NYSE,44829,CFRA,RSG,NYSE,2,Coprorate Action Maintained,4,15
RY,NYSE,44841,CFRA,RY,NYSE,2,Coprorate Action Maintained,2,15
SAH,NYSE,44848,CFRA,SAH,NYSE,2,Coprorate Action Maintained,4,15
SAIC,NYSE,44849,CFRA,SAIC,NYSE,2,Coprorate Action Maintained,4,15
SAM,NYSE,44851,CFRA,SAM,NYSE,2,Coprorate Action Maintained,4,15
SAP,NYSE,44853,CFRA,SAP,NYSE,2,Coprorate Action Maintained,2,15
SCHW,NYSE,44866,CFRA,SCHW,NYSE,2,Coprorate Action Maintained,4,15
SEAS,NYSE,44878,CFRA,SEAS,NYSE,2,Coprorate Action Maintained,4,15
SEE,NYSE,44879,CFRA,SEE,NYSE,2,Coprorate Action Maintained,4,15
SF,NYSE,44884,CFRA,SF,NYSE,2,Coprorate Action Maintained,4,15
SHAK,NYSE,44896,CFRA,SHAK,NYSE,2,Coprorate Action Maintained,4,15
SHW,NYSE,44901,CFRA,SHW,NYSE,2,Coprorate Action Maintained,4,15
SIG,NYSE,44903,CFRA,SIG,NYSE,2,Coprorate Action Maintained,4,15
SIX,NYSE,44905,CFRA,SIX,NYSE,2,Coprorate Action Maintained,4,15
SJI,NYSE,44906,CFRA,SJI,NYSE,2,Coprorate Action Maintained,4,15
SJM,NYSE,44907,CFRA,SJM,NYSE,2,Coprorate Action Maintained,4,15
SKT,NYSE,44912,CFRA,SKT,NYSE,2,Coprorate Action Maintained,4,15
SKX,NYSE,44913,CFRA,SKX,NYSE,2,Coprorate Action Maintained,4,15
SLB,NYSE,44914,CFRA,SLB,NYSE,2,Coprorate Action Maintained,4,15
SLG,NYSE,44917,CFRA,SLG,NYSE,2,Coprorate Action Maintained,4,15
SMG,NYSE,44922,CFRA,SMG,NYSE,2,Coprorate Action Maintained,4,15
SMP,NYSE,44926,CFRA,SMP,NYSE,2,Coprorate Action Maintained,4,15
SNA,NYSE,44928,CFRA,SNA,NYSE,2,Coprorate Action Maintained,4,15
SONY,NYSE,44929,CFRA,SONY,NYSE,2,Coprorate Action Maintained,2,15
SNN,NYSE,44932,CFRA,SNN,NYSE,2,Coprorate Action Maintained,2,15
SNV,NYSE,44936,CFRA,SNV,NYSE,2,Coprorate Action Maintained,4,15
SNX,NYSE,44937,CFRA,SNX,NYSE,2,Coprorate Action Maintained,4,15
SO,NYSE,44939,CFRA,SO,NYSE,2,Coprorate Action Maintained,4,15
SON,NYSE,44941,CFRA,SON,NYSE,2,Coprorate Action Maintained,4,15
SPG,NYSE,44947,CFRA,SPG,NYSE,2,Coprorate Action Maintained,4,15
SPR,NYSE,44951,CFRA,SPR,NYSE,2,Coprorate Action Maintained,4,15
SPXC,NYSE,44952,CFRA,SPXC,NYSE,2,Coprorate Action Maintained,4,15
SRE,NYSE,44958,CFRA,SRE,NYSE,2,Coprorate Action Maintained,4,15
LSI,NYSE,44971,CFRA,LSI,NYSE,2,Coprorate Action Maintained,4,15
STM,NYSE,44984,CFRA,STM,NYSE,2,Coprorate Action Maintained,2,15
STT,NYSE,44992,CFRA,STT,NYSE,2,Coprorate Action Maintained,4,15
SU,NYSE,44996,CFRA,SU,NYSE,2,Coprorate Action Maintained,2,15
SUI,NYSE,44997,CFRA,SUI,NYSE,2,Coprorate Action Maintained,4,15
SWK,NYSE,45007,CFRA,SWK,NYSE,2,Coprorate Action Maintained,4,15
SWX,NYSE,45010,CFRA,SWX,NYSE,2,Coprorate Action Maintained,4,15
SYF,NYSE,45019,CFRA,SYF,NYSE,2,Coprorate Action Maintained,4,15
SYK,NYSE,45020,CFRA,SYK,NYSE,2,Coprorate Action Maintained,4,15
SYY,NYSE,45023,CFRA,SYY,NYSE,2,Coprorate Action Maintained,4,15
T,NYSE,45025,CFRA,T,NYSE,2,Coprorate Action Maintained,4,15
TAL,NYSE,45030,CFRA,TAL,NYSE,2,Coprorate Action Maintained,2,15
TAP,NYSE,45032,CFRA,TAP,NYSE,2,Coprorate Action Maintained,4,15
TECK,NYSE,45039,CFRA,TECK,NYSE,2,Coprorate Action Maintained,2,15
TD,NYSE,45044,CFRA,TD,NYSE,2,Coprorate Action Maintained,2,15
TDC,NYSE,45045,CFRA,TDC,NYSE,2,Coprorate Action Maintained,4,15
TDG,NYSE,45047,CFRA,TDG,NYSE,2,Coprorate Action Maintained,4,15
TDS,NYSE,45048,CFRA,TDS,NYSE,2,Coprorate Action Maintained,4,15
TDY,NYSE,45050,CFRA,TDY,NYSE,2,Coprorate Action Maintained,4,15
TEF,NYSE,45052,CFRA,TEF,NYSE,2,Coprorate Action Maintained,2,15
TEL,NYSE,45055,CFRA,TEL,NYSE,2,Coprorate Action Maintained,4,15
TER,NasdaqGS,45059,CFRA,TER,NASDAQ,1,Coprorate Action Maintained,4,15
TEVA,NYSE,45061,CFRA,TEVA,NYSE,2,Coprorate Action Maintained,4,15
TEX,NYSE,45062,CFRA,TEX,NYSE,2,Coprorate Action Maintained,4,15
TFX,NYSE,45063,CFRA,TFX,NYSE,2,Coprorate Action Maintained,4,15
TGT,NYSE,45069,CFRA,TGT,NYSE,2,Coprorate Action Maintained,4,15
THC,NYSE,45070,CFRA,THC,NYSE,2,Coprorate Action Maintained,4,15
THO,NYSE,45072,CFRA,THO,NYSE,2,Coprorate Action Maintained,4,15
THS,NYSE,45075,CFRA,THS,NYSE,2,Coprorate Action Maintained,4,15
TJX,NYSE,45080,CFRA,TJX,NYSE,2,Coprorate Action Maintained,4,15
TM,NYSE,45091,CFRA,TM,NYSE,2,Coprorate Action Maintained,2,15
TMHC,NYSE,45093,CFRA,TMHC,NYSE,2,Coprorate Action Maintained,4,15
GL,NYSE,45094,CFRA,GL,NYSE,2,Coprorate Action Maintained,4,15
TMO,NYSE,45095,CFRA,TMO,NYSE,2,Coprorate Action Maintained,4,15
TOL,NYSE,45103,CFRA,TOL,NYSE,2,Coprorate Action Maintained,4,15
TTE,NYSE,45105,CFRA,TTE,NYSE,2,Coprorate Action Maintained,2,15
TPX,NYSE,45113,CFRA,TPX,NYSE,2,Coprorate Action Maintained,4,15
TRGP,NYSE,45121,CFRA,TRGP,NYSE,2,Coprorate Action Maintained,4,15
TRI,NYSE,45122,CFRA,TRI,NYSE,2,Coprorate Action Maintained,2,15
TRN,NYSE,45125,CFRA,TRN,NYSE,2,Coprorate Action Maintained,4,15
TRP,NYSE,45128,CFRA,TRP,NYSE,2,Coprorate Action Maintained,2,15
TRV,NYSE,45132,CFRA,TRV,NYSE,2,Coprorate Action Maintained,4,15
TSM,NYSE,45140,CFRA,TSM,NYSE,2,Coprorate Action Maintained,2,15
TSN,NYSE,45141,CFRA,TSN,NYSE,2,Coprorate Action Maintained,4,15
TTC,NYSE,45146,CFRA,TTC,NYSE,2,Coprorate Action Maintained,4,15
TU,NYSE,45151,CFRA,TU,NYSE,2,Coprorate Action Maintained,2,15
TWTR,NYSE,45160,CFRA,TWTR,NYSE,2,Coprorate Action Maintained,4,15
TXT,NYSE,45163,CFRA,TXT,NYSE,2,Coprorate Action Maintained,4,15
UAL,NasdaqGS,45170,CFRA,UAL,NASDAQ,1,Coprorate Action Maintained,4,15
UDR,NYSE,45177,CFRA,UDR,NYSE,2,Coprorate Action Maintained,4,15
UGI,NYSE,45181,CFRA,UGI,NYSE,2,Coprorate Action Maintained,4,15
UHS,NYSE,45183,CFRA,UHS,NYSE,2,Coprorate Action Maintained,4,15
UL,NYSE,45187,CFRA,UL,NYSE,2,Coprorate Action Maintained,2,15
UNF,NYSE,45191,CFRA,UNF,NYSE,2,Coprorate Action Maintained,4,15
UNH,NYSE,45192,CFRA,UNH,NYSE,2,Coprorate Action Maintained,4,15
UNM,NYSE,45193,CFRA,UNM,NYSE,2,Coprorate Action Maintained,4,15
UNP,NYSE,45194,CFRA,UNP,NYSE,2,Coprorate Action Maintained,4,15
UPS,NYSE,45197,CFRA,UPS,NYSE,2,Coprorate Action Maintained,4,15
URI,NYSE,45198,CFRA,URI,NYSE,2,Coprorate Action Maintained,4,15
USB,NYSE,45201,CFRA,USB,NYSE,2,Coprorate Action Maintained,4,15
USM,NYSE,45204,CFRA,USM,NYSE,2,Coprorate Action Maintained,4,15
V,NYSE,45213,CFRA,V,NYSE,2,Coprorate Action Maintained,4,15
VALE,NYSE,45216,CFRA,VALE,NYSE,2,Coprorate Action Maintained,2,15
VC,NasdaqGS,45219,CFRA,VC,NASDAQ,1,Coprorate Action Maintained,4,15
VEEV,NYSE,45224,CFRA,VEEV,NYSE,2,Coprorate Action Maintained,4,15
VFC,NYSE,45226,CFRA,VFC,NYSE,2,Coprorate Action Maintained,4,15
VIPS,NYSE,45232,CFRA,VIPS,NYSE,2,Coprorate Action Maintained,2,15
VLO,NYSE,45236,CFRA,VLO,NYSE,2,Coprorate Action Maintained,4,15
VMC,NYSE,45241,CFRA,VMC,NYSE,2,Coprorate Action Maintained,4,15
VMW,NYSE,45245,CFRA,VMW,NYSE,2,Coprorate Action Maintained,4,15
VNO,NYSE,45247,CFRA,VNO,NYSE,2,Coprorate Action Maintained,4,15
VOYA,NYSE,45250,CFRA,VOYA,NYSE,2,Coprorate Action Maintained,4,15
BHC,NYSE,45256,CFRA,BHC,NYSE,2,Coprorate Action Maintained,4,15
VTR,NYSE,45263,CFRA,VTR,NYSE,2,Coprorate Action Maintained,4,15
VZ,NYSE,45268,CFRA,VZ,NYSE,2,Coprorate Action Maintained,4,15
W,NYSE,45269,CFRA,W,NYSE,2,Coprorate Action Maintained,4,15
WAB,NYSE,45270,CFRA,WAB,NYSE,2,Coprorate Action Maintained,4,15
WAT,NYSE,45275,CFRA,WAT,NYSE,2,Coprorate Action Maintained,4,15
WBS,NYSE,45279,CFRA,WBS,NYSE,2,Coprorate Action Maintained,4,15
WCN,NYSE,45283,CFRA,WCN,NYSE,2,Coprorate Action Maintained,4,15
WDAY,NasdaqGS,45285,CFRA,WDAY,NASDAQ,1,Coprorate Action Maintained,4,15
WEC,NYSE,45288,CFRA,WEC,NYSE,2,Coprorate Action Maintained,4,15
WFC,NYSE,45292,CFRA,WFC,NYSE,2,Coprorate Action Maintained,4,15
WGO,NYSE,45296,CFRA,WGO,NYSE,2,Coprorate Action Maintained,4,15
WHR,NYSE,45299,CFRA,WHR,NYSE,2,Coprorate Action Maintained,4,15
WIT,NYSE,45302,CFRA,WIT,NYSE,2,Coprorate Action Maintained,2,15
WLK,NYSE,45306,CFRA,WLK,NYSE,2,Coprorate Action Maintained,4,15
WM,NYSE,45310,CFRA,WM,NYSE,2,Coprorate Action Maintained,4,15
WMB,NYSE,45311,CFRA,WMB,NYSE,2,Coprorate Action Maintained,4,15
WMT,NYSE,45316,CFRA,WMT,NYSE,2,Coprorate Action Maintained,4,15
WNS,NYSE,45320,CFRA,WNS,NYSE,2,Coprorate Action Maintained,2,15
WOR,NYSE,45321,CFRA,WOR,NYSE,2,Coprorate Action Maintained,4,15
WPP,NYSE,45324,CFRA,WPP,NYSE,2,Coprorate Action Maintained,2,15
WRB,NYSE,45329,CFRA,WRB,NYSE,2,Coprorate Action Maintained,4,15
WSM,NYSE,45333,CFRA,WSM,NYSE,2,Coprorate Action Maintained,4,15
WSO,NYSE,45334,CFRA,WSO,NYSE,2,Coprorate Action Maintained,4,15
WST,NYSE,45336,CFRA,WST,NYSE,2,Coprorate Action Maintained,4,15
WTS,NYSE,45340,CFRA,WTS,NYSE,2,Coprorate Action Maintained,4,15
WU,NYSE,45342,CFRA,WU,NYSE,2,Coprorate Action Maintained,4,15
WWE,NYSE,45345,CFRA,WWE,NYSE,2,Coprorate Action Maintained,4,15
WY,NYSE,45348,CFRA,WY,NYSE,2,Coprorate Action Maintained,4,15
TNL,NYSE,45349,CFRA,TNL,NYSE,2,Coprorate Action Maintained,4,15
X,NYSE,45350,CFRA,X,NYSE,2,Coprorate Action Maintained,4,15
XEL,NasdaqGS,45353,CFRA,XEL,NASDAQ,1,Coprorate Action Maintained,4,15
XOM,NYSE,45359,CFRA,XOM,NYSE,2,Coprorate Action Maintained,4,15
XPO,NYSE,45362,CFRA,XPO,NYSE,2,Coprorate Action Maintained,4,15
XRX,NasdaqGS,45365,CFRA,XRX,NASDAQ,1,Coprorate Action Maintained,4,15
XYL,NYSE,45367,CFRA,XYL,NYSE,2,Coprorate Action Maintained,4,15
Y,NYSE,45368,CFRA,Y,NYSE,2,Coprorate Action Maintained,4,15
YUM,NYSE,45373,CFRA,YUM,NYSE,2,Coprorate Action Maintained,4,15
ZBH,NYSE,45382,CFRA,ZBH,NYSE,2,Coprorate Action Maintained,4,15
ZTS,NYSE,45388,CFRA,ZTS,NYSE,2,Coprorate Action Maintained,4,15
DECK,NYSE,45392,CFRA,DECK,NYSE,2,Coprorate Action Maintained,4,15
ORCL,NYSE,45396,CFRA,ORCL,NYSE,2,Coprorate Action Maintained,4,15
AAL,NasdaqGS,45402,CFRA,AAL,NASDAQ,1,Coprorate Action Maintained,4,15
AAPL,NasdaqGS,45406,CFRA,AAPL,NASDAQ,1,Coprorate Action Maintained,4,15
ABMD,NasdaqGS,45419,CFRA,ABMD,NASDAQ,1,Coprorate Action Maintained,4,15
ACGL,NasdaqGS,45428,CFRA,ACGL,NASDAQ,1,Coprorate Action Maintained,4,15
ADBE,NasdaqGS,45447,CFRA,ADBE,NASDAQ,1,Coprorate Action Maintained,4,15
ADI,NasdaqGS,45450,CFRA,ADI,NASDAQ,1,Coprorate Action Maintained,4,15
ADP,NasdaqGS,45455,CFRA,ADP,NASDAQ,1,Coprorate Action Maintained,4,15
ADSK,NasdaqGS,45460,CFRA,ADSK,NASDAQ,1,Coprorate Action Maintained,4,15
ADTN,NasdaqGS,45461,CFRA,ADTN,NASDAQ,1,Coprorate Action Maintained,4,15
AEIS,NasdaqGS,45468,CFRA,AEIS,NASDAQ,1,Coprorate Action Maintained,4,15
AKAM,NasdaqGS,45499,CFRA,AKAM,NASDAQ,1,Coprorate Action Maintained,4,15
ALGN,NasdaqGS,45507,CFRA,ALGN,NASDAQ,1,Coprorate Action Maintained,4,15
ALGT,NasdaqGS,45508,CFRA,ALGT,NASDAQ,1,Coprorate Action Maintained,4,15
ALKS,NasdaqGS,45510,CFRA,ALKS,NASDAQ,1,Coprorate Action Maintained,4,15
ALNY,NasdaqGS,45513,CFRA,ALNY,NASDAQ,1,Coprorate Action Maintained,4,15
AMAT,NasdaqGS,45522,CFRA,AMAT,NASDAQ,1,Coprorate Action Maintained,4,15
AMBA,NasdaqGS,45523,CFRA,AMBA,NASDAQ,1,Coprorate Action Maintained,4,15
AMCX,NasdaqGS,45528,CFRA,AMCX,NASDAQ,1,Coprorate Action Maintained,4,15
AMGN,NasdaqGS,45531,CFRA,AMGN,NASDAQ,1,Coprorate Action Maintained,4,15
AMKR,NasdaqGS,45533,CFRA,AMKR,NASDAQ,1,Coprorate Action Maintained,4,15
AMZN,NasdaqGS,45549,CFRA,AMZN,NASDAQ,1,Coprorate Action Maintained,4,15
ANSS,NasdaqGS,45561,CFRA,ANSS,NASDAQ,1,Coprorate Action Maintained,4,15
ASML,NasdaqGS,45608,CFRA,ASML,NASDAQ,1,Coprorate Action Maintained,2,15
ASTE,NasdaqGS,45615,CFRA,ASTE,NASDAQ,1,Coprorate Action Maintained,4,15
ATVI,NasdaqGS,45639,CFRA,ATVI,NASDAQ,1,Coprorate Action Maintained,4,15
AVGO,NasdaqGS,45647,CFRA,AVGO,NASDAQ,1,Coprorate Action Maintained,4,15
BBBY,NasdaqGS,45669,CFRA,BBBY,NASDAQ,1,Coprorate Action Maintained,4,15
BB,NYSE,45679,CFRA,BB,NYSE,2,Coprorate Action Maintained,2,15
BIDU,NasdaqGS,45707,CFRA,BIDU,NASDAQ,1,Coprorate Action Maintained,2,15
BIIB,NasdaqGS,45708,CFRA,BIIB,NASDAQ,1,Coprorate Action Maintained,4,15
BJRI,NasdaqGS,45715,CFRA,BJRI,NASDAQ,1,Coprorate Action Maintained,4,15
BLDP,NasdaqGS,45722,CFRA,BLDP,NASDAQ,1,Coprorate Action Maintained,2,15
BMRN,NasdaqGS,45735,CFRA,BMRN,NASDAQ,1,Coprorate Action Maintained,4,15
BRKS,NasdaqGS,45762,CFRA,BRKS,NASDAQ,1,Coprorate Action Maintained,4,15
CAKE,NasdaqGS,45797,CFRA,CAKE,NASDAQ,1,Coprorate Action Maintained,4,15
CASY,NasdaqGS,45819,CFRA,CASY,NASDAQ,1,Coprorate Action Maintained,4,15
CCMP,NasdaqGS,45843,CFRA,CCMP,NASDAQ,1,Coprorate Action Maintained,4,15
CDNS,NasdaqGS,45852,CFRA,CDNS,NASDAQ,1,Coprorate Action Maintained,4,15
CDW,NasdaqGS,45854,CFRA,CDW,NASDAQ,1,Coprorate Action Maintained,4,15
CERN,NasdaqGS,45867,CFRA,CERN,NASDAQ,1,Coprorate Action Maintained,4,15
CG,NasdaqGS,45881,CFRA,CG,NASDAQ,1,Coprorate Action Maintained,4,15
CGNX,NasdaqGS,45884,CFRA,CGNX,NASDAQ,1,Coprorate Action Maintained,4,15
CHKP,NasdaqGS,45896,CFRA,CHKP,NASDAQ,1,Coprorate Action Maintained,2,15
CHRW,NasdaqGS,45902,CFRA,CHRW,NASDAQ,1,Coprorate Action Maintained,4,15
CHTR,NasdaqGS,45903,CFRA,CHTR,NASDAQ,1,Coprorate Action Maintained,4,15
CINF,NasdaqGS,45911,CFRA,CINF,NASDAQ,1,Coprorate Action Maintained,4,15
CMCSA,NasdaqGS,45939,CFRA,CMCSA,NASDAQ,1,Coprorate Action Maintained,4,15
CME,NasdaqGS,45942,CFRA,CME,NASDAQ,1,Coprorate Action Maintained,4,15
CNSL,NasdaqGS,45960,CFRA,CNSL,NASDAQ,1,Coprorate Action Maintained,4,15
COLM,NasdaqGS,45974,CFRA,COLM,NASDAQ,1,Coprorate Action Maintained,4,15
COMM,NasdaqGS,45975,CFRA,COMM,NASDAQ,1,Coprorate Action Maintained,4,15
CONE,NasdaqGS,45977,CFRA,CONE,NASDAQ,1,Coprorate Action Maintained,4,15
COST,NasdaqGS,45984,CFRA,COST,NASDAQ,1,Coprorate Action Maintained,4,15
CPRT,NasdaqGS,45995,CFRA,CPRT,NASDAQ,1,Coprorate Action Maintained,4,15
CRUS,NasdaqGS,46020,CFRA,CRUS,NASDAQ,1,Coprorate Action Maintained,4,15
CSCO,NasdaqGS,46027,CFRA,CSCO,NASDAQ,1,Coprorate Action Maintained,4,15
CSIQ,NasdaqGS,46033,CFRA,CSIQ,NASDAQ,1,Coprorate Action Maintained,2,15
CTAS,NasdaqGS,46041,CFRA,CTAS,NASDAQ,1,Coprorate Action Maintained,4,15
TCOM,NasdaqGS,46052,CFRA,TCOM,NASDAQ,1,Coprorate Action Maintained,2,15
CTSH,NasdaqGS,46055,CFRA,CTSH,NASDAQ,1,Coprorate Action Maintained,4,15
CTXS,NasdaqGS,46058,CFRA,CTXS,NASDAQ,1,Coprorate Action Maintained,4,15
CVLT,NasdaqGS,46069,CFRA,CVLT,NASDAQ,1,Coprorate Action Maintained,4,15
CWST,NasdaqGS,46076,CFRA,CWST,NASDAQ,1,Coprorate Action Maintained,4,15
DIOD,NasdaqGS,46122,CFRA,DIOD,NASDAQ,1,Coprorate Action Maintained,4,15
DISCA,NasdaqGS,46123,CFRA,DISCA,NASDAQ,1,Coprorate Action Maintained,4,15
DISH,NasdaqGS,46126,CFRA,DISH,NASDAQ,1,Coprorate Action Maintained,4,15
DLTR,NasdaqGS,46130,CFRA,DLTR,NASDAQ,1,Coprorate Action Maintained,4,15
DXCM,NasdaqGS,46161,CFRA,DXCM,NASDAQ,1,Coprorate Action Maintained,4,15
EA,NasdaqGS,46173,CFRA,EA,NASDAQ,1,Coprorate Action Maintained,4,15
EBAY,NasdaqGS,46176,CFRA,EBAY,NASDAQ,1,Coprorate Action Maintained,4,15
ENPH,NasdaqGS,46233,CFRA,ENPH,NASDAQ,1,Coprorate Action Maintained,4,15
ENTG,NasdaqGS,46237,CFRA,ENTG,NASDAQ,1,Coprorate Action Maintained,4,15
EQIX,NasdaqGS,46249,CFRA,EQIX,NASDAQ,1,Coprorate Action Maintained,4,15
ERIC,NasdaqGS,46251,CFRA,ERIC,NASDAQ,1,Coprorate Action Maintained,2,15
EWBC,NasdaqGS,46282,CFRA,EWBC,NASDAQ,1,Coprorate Action Maintained,4,15
EXAS,NasdaqGS,46285,CFRA,EXAS,NASDAQ,1,Coprorate Action Maintained,4,15
EXPD,NasdaqGS,46290,CFRA,EXPD,NASDAQ,1,Coprorate Action Maintained,4,15
EXPE,NasdaqGS,46291,CFRA,EXPE,NASDAQ,1,Coprorate Action Maintained,4,15
FAST,NasdaqGS,46302,CFRA,FAST,NASDAQ,1,Coprorate Action Maintained,4,15
FB,NasdaqGS,46304,CFRA,FB,NASDAQ,1,Coprorate Action Maintained,4,15
FFIV,NasdaqGS,46339,CFRA,FFIV,NASDAQ,1,Coprorate Action Maintained,4,15
FISV,NasdaqGS,46350,CFRA,FISV,NASDAQ,1,Coprorate Action Maintained,4,15
FITB,NasdaqGS,46351,CFRA,FITB,NASDAQ,1,Coprorate Action Maintained,4,15
FIVE,NasdaqGS,46352,CFRA,FIVE,NASDAQ,1,Coprorate Action Maintained,4,15
FIZZ,NasdaqGS,46354,CFRA,FIZZ,NASDAQ,1,Coprorate Action Maintained,4,15
FLEX,NasdaqGS,46356,CFRA,FLEX,NASDAQ,1,Coprorate Action Maintained,4,15
FSLR,NasdaqGS,46412,CFRA,FSLR,NASDAQ,1,Coprorate Action Maintained,4,15
FTNT,NasdaqGS,46423,CFRA,FTNT,NASDAQ,1,Coprorate Action Maintained,4,15
FULT,NasdaqGS,46429,CFRA,FULT,NASDAQ,1,Coprorate Action Maintained,4,15
FWRD,NasdaqGS,46435,CFRA,FWRD,NASDAQ,1,Coprorate Action Maintained,4,15
GILD,NasdaqGS,46473,CFRA,GILD,NASDAQ,1,Coprorate Action Maintained,4,15
GNTX,NasdaqGS,46498,CFRA,GNTX,NASDAQ,1,Coprorate Action Maintained,4,15
GOOGL,NasdaqGS,46505,CFRA,GOOGL,NASDAQ,1,Coprorate Action Maintained,4,15
GPRO,NasdaqGS,46509,CFRA,GPRO,NASDAQ,1,Coprorate Action Maintained,4,15
GRMN,NasdaqGS,46514,CFRA,GRMN,NASDAQ,1,Coprorate Action Maintained,4,15
GTLS,NYSE,46525,CFRA,GTLS,NYSE,2,Coprorate Action Maintained,4,15
HAIN,NasdaqGS,46538,CFRA,HAIN,NASDAQ,1,Coprorate Action Maintained,4,15
HAS,NasdaqGS,46542,CFRA,HAS,NASDAQ,1,Coprorate Action Maintained,4,15
HBAN,NasdaqGS,46546,CFRA,HBAN,NASDAQ,1,Coprorate Action Maintained,4,15
HCSG,NasdaqGS,46563,CFRA,HCSG,NASDAQ,1,Coprorate Action Maintained,4,15
HOLX,NasdaqGS,46604,CFRA,HOLX,NASDAQ,1,Coprorate Action Maintained,4,15
HSIC,NasdaqGS,46614,CFRA,HSIC,NASDAQ,1,Coprorate Action Maintained,4,15
IART,NasdaqGS,46642,CFRA,IART,NASDAQ,1,Coprorate Action Maintained,4,15
ICLR,NasdaqGS,46656,CFRA,ICLR,NASDAQ,1,Coprorate Action Maintained,2,15
IDXX,NasdaqGS,46665,CFRA,IDXX,NASDAQ,1,Coprorate Action Maintained,4,15
ILMN,NasdaqGS,46687,CFRA,ILMN,NASDAQ,1,Coprorate Action Maintained,4,15
INCY,NasdaqGS,46701,CFRA,INCY,NASDAQ,1,Coprorate Action Maintained,4,15
INTC,NasdaqGS,46716,CFRA,INTC,NASDAQ,1,Coprorate Action Maintained,4,15
INTU,NasdaqGS,46719,CFRA,INTU,NASDAQ,1,Coprorate Action Maintained,4,15
IPGP,NasdaqGS,46731,CFRA,IPGP,NASDAQ,1,Coprorate Action Maintained,4,15
IONS,NasdaqGS,46750,CFRA,IONS,NASDAQ,1,Coprorate Action Maintained,4,15
ISRG,NasdaqGS,46753,CFRA,ISRG,NASDAQ,1,Coprorate Action Maintained,4,15
ITRI,NasdaqGS,46761,CFRA,ITRI,NASDAQ,1,Coprorate Action Maintained,4,15
JBHT,NasdaqGS,46771,CFRA,JBHT,NASDAQ,1,Coprorate Action Maintained,4,15
JBLU,NasdaqGS,46772,CFRA,JBLU,NASDAQ,1,Coprorate Action Maintained,4,15
JD,NasdaqGS,46777,CFRA,JD,NASDAQ,1,Coprorate Action Maintained,2,15
JKHY,NasdaqGS,46782,CFRA,JKHY,NASDAQ,1,Coprorate Action Maintained,4,15
KLAC,NasdaqGS,46816,CFRA,KLAC,NASDAQ,1,Coprorate Action Maintained,4,15
